Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
59.25477001017721,female,3,rent,rich,little,1276.6671516416218,25.099529366601907,radio/TV
24.45381856287942,male,2,own,little,none,1562.5828540988289,9.643136048597883,radio/TV
25.852855632086552,female,2,own,little,none,3013.160918946143,16.459161748385807,furniture/equipment
26.652837899955944,male,2,rent,little,rich,2819.4247086582313,15.514204190209508,business
32.694378214204676,male,2,own,little,none,3000.5877228976774,18.402823942864643,car
34.24871594566137,male,2,own,little,moderate,1242.0183469081655,19.009374694417758,radio/TV
29.8616017585097,female,2,own,little,little,2018.7672288156461,12.773175001230275,car
21.48716973012795,male,2,rent,moderate,moderate,3187.826793276598,47.042220263539704,radio/TV
48.69763935549852,male,2,free,little,little,4104.042042106374,51.7951302367882,car
65.29146090381234,male,2,own,little,little,3075.566170211796,24.557469216132844,car
24.595199971051596,female,1,rent,little,little,3267.1440426036147,25.532600939055175,furniture/equipment
27.81676675155583,female,2,rent,little,none,1451.3019083936306,9.340945052263399,furniture/equipment
40.9441749327607,male,3,own,none,none,3413.5123298682283,19.518976046234627,car
23.757902087605917,female,2,rent,little,little,1556.7224642503452,26.1564073695207,car
24.368668180918327,female,1,rent,little,none,624.8203919763508,4.138667472977333,furniture/equipment
25.503578023988304,male,2,own,little,little,2217.5656244358825,37.40431886214582,business
34.337042404431386,female,3,own,little,rich,1532.908202355128,12.806301092875154,furniture/equipment
41.382582434085705,female,2,own,quite rich,none,8202.46914919433,37.52126593215155,furniture/equipment
45.45199735925182,male,2,free,moderate,none,1422.1499798720388,6.294550653848132,radio/TV
48.50929620567349,male,2,own,little,rich,1395.9206409268174,6.303046610465088,car
37.19517742549822,male,1,own,rich,moderate,2057.9750417534606,18.208917663768844,business
25.838961994086034,female,2,own,little,none,2354.2451911088187,18.895018411406078,radio/TV
37.947729494773576,male,2,free,little,none,1945.1893047555864,37.30339600267379,education
37.38999616236568,female,1,own,rich,none,1628.5274507284962,21.842888414592096,business
49.23341989585341,male,2,own,little,rich,3148.0788660742905,32.366179202081284,radio/TV
50.407064393319,female,2,own,little,moderate,1138.0363579355937,12.298438345372979,radio/TV
36.743108633944736,male,2,own,little,none,5963.102913460244,38.38550773445854,car
30.4868968871589,male,1,own,little,none,2141.410638437739,25.066097793440733,furniture/equipment
39.0487639589229,male,2,own,none,none,2902.9132610753377,50.131430238244,car
53.17091124827687,female,1,own,little,rich,1099.4570757820932,6.394844627526206,education
25.48981944973339,female,2,own,none,none,913.5994169086026,15.852015388370667,domestic appliances
57.31893555807445,male,2,own,rich,none,1443.6516228296553,12.736947119332688,car
31.918986128372293,male,2,rent,little,little,2397.733489339883,38.49709295558366,radio/TV
35.001365584962315,male,1,own,none,none,1979.8905569526441,6.260242994018001,radio/TV
63.5946127399516,male,3,free,little,moderate,2019.3130498642038,37.359189551154415,business
42.51561479331624,male,2,own,little,none,1659.1372429401877,24.67912774725226,furniture/equipment
39.5369018115948,male,3,own,none,rich,3596.4173772462527,12.40190147280505,radio/TV
29.121942228130102,male,2,own,quite rich,rich,1021.3725712247339,13.307782662074096,car
67.7773899977001,male,0,free,quite rich,rich,1559.1675032598228,12.898723099376829,car
33.77141992823446,male,2,own,quite rich,none,3142.2397012714478,6.137871076055038,furniture/equipment
25.838232514687075,male,2,own,none,none,3255.626908630921,24.565220180763085,radio/TV
23.911603786123848,male,2,rent,rich,none,3407.1515709374567,15.89455981851555,car
35.524682219688444,male,2,own,little,little,2475.699075356306,25.462687102741427,furniture/equipment
36.262438491424724,female,2,own,little,none,4682.065307101547,38.1951963614285,radio/TV
40.020060477311105,male,2,own,little,none,6545.0228707547485,31.34702652386778,radio/TV
40.98246479910983,male,0,own,little,moderate,3755.6884827287154,18.854836466398957,business
45.331801048024765,male,2,own,none,none,4268.477087154249,25.35738217159649,car
34.28010066610402,female,2,own,little,none,4838.348880597783,6.310307160755199,furniture/equipment
33.359594453910056,male,2,own,little,none,719.6651339125742,12.067367910540593,education
43.08089127198937,male,3,own,little,moderate,7911.243508684675,18.817272132992933,furniture/equipment
29.04808245633983,male,3,own,little,little,3638.17206479316,27.89024052549943,radio/TV
37.91461298250043,male,3,own,little,none,4028.8020151964542,18.963076110807066,furniture/equipment
45.41250908881696,male,1,own,little,none,7628.18797093405,26.63292432124964,car
29.72893935189137,male,2,own,none,moderate,2034.2914572947284,19.032293399570747,business
36.661647356065146,male,2,free,none,none,6670.3523622630955,62.62376437659312,car
43.41686302839656,male,3,own,none,none,6702.746576663223,25.64246472094908,car
43.67896334945622,male,2,own,none,moderate,2654.674716076817,19.073767639395317,business
24.984699438466627,female,0,rent,none,moderate,7697.5742515724705,12.700822677708441,car
43.245615062094465,male,2,own,little,moderate,6607.005602839936,19.118466213557642,furniture/equipment
26.628908060587964,male,2,own,moderate,little,1453.8543637310224,26.187140911118178,business
30.366909829088765,male,2,own,little,moderate,2733.97725010657,20.547644625869633,vacation/others
33.22985921330276,male,1,own,little,little,3167.010761124929,31.784179246086875,furniture/equipment
25.154373074417364,male,2,rent,quite rich,moderate,3378.0558567610356,18.56650279320665,radio/TV
25.936551408861366,male,2,own,little,rich,6016.152957642595,38.19996910536642,radio/TV
36.46321446871815,male,2,own,little,little,4200.80587974937,43.32830333035168,radio/TV
30.18333652281833,female,3,own,little,none,1456.6354596252374,12.499831964734781,business
36.069505762952836,female,2,own,little,little,1991.1995834808463,37.587535261748705,car
28.351699772529418,male,2,own,little,little,6203.940935051345,42.78065337547577,education
32.23799422106321,male,2,own,little,none,737.7960501608518,12.82042906654618,radio/TV
35.29857087422816,female,1,own,none,moderate,3406.7337501899224,9.22577087223965,car
22.483968881799477,male,2,own,little,moderate,1364.7843918965282,12.613184186639964,radio/TV
36.09933844115564,male,2,own,little,little,7380.789841645886,49.7188033394408,radio/TV
25.10129863025124,male,2,own,moderate,moderate,6021.0192742042045,73.78775292862751,radio/TV
33.653012845131585,male,3,own,quite rich,none,640.2278609092198,18.821873861847227,radio/TV
28.992223735456903,female,3,own,moderate,rich,3079.9436953697987,21.920437228848556,car
54.24813706912084,male,2,own,little,none,1660.8811103629405,13.182411956722927,furniture/equipment
24.628428437155183,male,2,own,little,rich,4169.835457945293,38.11173107425971,radio/TV
67.28829748683515,female,0,own,little,none,1125.7365623891174,18.404057699728476,radio/TV
40.93231151447181,male,1,own,none,little,1685.8541591650041,21.812794918248205,car
46.90289463211994,male,1,own,quite rich,none,1855.7679547965915,6.422565995451528,radio/TV
33.87808169349844,male,3,free,little,none,1589.1892386643192,19.651839398233175,radio/TV
27.42490703885204,female,2,own,none,moderate,1809.3419047668635,30.548410012657225,radio/TV
26.876566412384122,female,2,own,little,little,3708.763735342498,18.223227221349944,radio/TV
35.171347016639366,female,1,rent,none,none,2265.5693191725886,16.311289552611537,furniture/equipment
26.734784512876452,male,2,own,none,moderate,1565.0932897317387,12.693507402569017,radio/TV
38.03533588843952,male,2,own,quite rich,none,4267.791978741466,43.37063410522386,furniture/equipment
39.86634699043543,male,2,own,little,none,1525.6052072249431,19.09246647100408,radio/TV
25.106064705049487,male,1,rent,little,little,1680.989747884596,23.9348410852719,radio/TV
55.70249332950502,male,2,own,little,none,759.6447640858751,12.600810121583319,radio/TV
40.909812115750775,male,1,own,none,none,9682.977204007917,57.05404686667054,car
23.32135976219445,female,2,rent,little,little,3880.4284134302693,19.23273725023362,furniture/equipment
25.047000808681858,male,2,own,little,little,9922.745803947624,37.06999491434937,car
23.676286549670756,female,2,own,moderate,none,3717.3070219570736,25.241129837473615,car
47.1389903423585,female,1,own,none,none,4115.614280909868,37.1336942692371,radio/TV
32.74160941468025,male,2,own,little,none,1405.6774409408335,15.826615126702297,radio/TV
24.88526989465851,male,1,own,little,little,1868.0103619557967,24.77023376526575,furniture/equipment
27.177430152674532,male,2,own,little,none,1138.6830455476734,12.502055798601548,business
40.21721867125093,male,3,free,little,little,3464.867469196442,37.083012915751034,car
45.04016573075385,male,2,own,little,none,3623.9143485044065,12.756272698037678,furniture/equipment
20.882217696964787,female,1,rent,little,moderate,2840.5607020140837,25.6120565359952,car
34.52976354888076,male,3,own,little,little,1945.6595202201586,18.815536594815335,radio/TV
36.73954853836782,male,3,own,moderate,moderate,7070.636523141303,15.76147139848801,car
46.12867955104486,male,2,own,little,little,1527.7846479764219,15.315422575609936,furniture/equipment
49.43188921675454,male,2,free,none,none,9726.544548835307,25.056155208956746,car
33.273307400696,female,2,rent,little,little,4191.3601746424565,18.88192633786497,car
40.82237034157857,female,2,own,none,none,943.6472314920208,11.024158618205995,education
33.74326901556689,male,2,own,little,moderate,6829.079086871553,24.666255827628405,radio/TV
45.25791448706767,female,2,own,little,moderate,3995.1891839340715,38.85420761190176,radio/TV
38.93571019454794,female,2,own,little,none,2181.880918080242,25.67849221126359,car
27.502594352527836,female,2,own,little,none,3323.2125322694014,25.334705474155264,radio/TV
25.13978949553244,female,1,own,little,moderate,1496.4665844145786,26.04413783241366,car
32.83330148530096,male,2,own,little,none,1625.6454208416092,19.033957970138474,car
22.42257350610744,male,2,own,little,none,16167.308255388321,63.466991034801524,radio/TV
30.616328985181898,male,2,own,little,moderate,1134.5261114927719,12.587251043275788,radio/TV
63.870409560003566,male,2,own,rich,moderate,1602.189965836954,16.11707066472559,repairs
40.329280192536096,male,2,free,little,rich,990.1176148459283,25.726305232229222,car
29.233330815313344,male,1,own,none,moderate,7894.829113303504,62.24918725500454,radio/TV
54.370115837921475,male,2,own,little,none,3259.9730434162557,12.283380673296296,radio/TV
37.849946257913814,female,2,own,little,none,1077.9026375557746,18.826926970537563,car
42.15407753498504,male,1,rent,quite rich,none,1649.8034086448952,10.339992287120472,car
34.03310797386988,male,2,rent,little,little,3223.2813584553596,25.16950820418463,business
47.37660511144612,male,1,own,little,little,1266.9818260666887,19.345477728486294,domestic appliances
67.01086099863389,male,1,own,little,none,1766.096800092107,12.49024760277917,radio/TV
50.28978984119131,female,1,own,none,moderate,4587.180437614211,25.179444776970445,furniture/equipment
30.778727601186826,female,2,own,little,little,3586.773200265735,12.613925456354014,car
35.252986663283586,female,2,own,rich,none,1606.532018238461,25.60724682345854,car
35.66670377901625,male,1,own,little,little,12690.36075843973,30.15186639960924,repairs
35.11953098244723,female,1,own,none,none,822.761312466954,12.45439192925633,radio/TV
36.704520732688934,male,2,rent,little,little,2353.621512235765,21.08451347691179,car
37.315625332581455,female,2,own,none,little,1451.6577248034785,25.776037899084898,car
25.825967200984746,female,2,rent,little,moderate,3049.5804237148177,12.481943412598511,furniture/equipment
32.28726899714592,male,3,free,little,moderate,8015.354875323214,48.598509402199795,vacation/others
22.900497792311107,male,2,own,quite rich,little,2634.9985595794465,25.497461494063742,furniture/equipment
50.70435682736999,male,2,own,none,none,2561.2698494237784,12.447513026681849,car
33.38874227731108,male,2,rent,quite rich,none,3279.6348376666174,24.628960003636628,furniture/equipment
53.23282908182174,male,2,own,rich,none,3861.7808559445216,24.900314212937655,furniture/equipment
40.980614304738566,male,3,own,little,moderate,4431.253316069695,18.833570871243893,furniture/equipment
66.40011848730275,male,2,own,quite rich,none,1418.6823437505038,6.227430640255415,domestic appliances
33.91217588549398,male,1,free,little,little,1528.917586824308,18.105996219444336,car
48.65982067734723,male,1,own,little,little,775.0799971737945,8.543530591501941,car
29.32074340309081,male,1,own,little,little,737.0937278977639,9.679477507430171,car
29.21309377612616,male,2,own,little,none,2773.484738088825,38.269095833764446,repairs
39.39282538199434,female,2,own,little,moderate,3874.6332618466467,18.49043315864707,furniture/equipment
21.00351346195926,male,2,own,little,none,1403.7020863093317,9.413731523889448,furniture/equipment
39.719360679109656,male,2,own,moderate,moderate,1292.641835231757,25.19686976868986,radio/TV
26.28830453522583,male,2,rent,moderate,moderate,1319.229993495492,15.929638316868573,car
30.153177136393467,female,2,own,little,moderate,1021.5070296490609,9.570301287969254,furniture/equipment
37.29248536576793,male,2,own,little,moderate,829.7038835588173,15.529747860366452,radio/TV
49.08796011948125,male,2,free,none,none,1358.84271622476,15.774598666924069,car
24.221449499631724,male,1,own,quite rich,moderate,2621.5376771894134,28.596931418492233,radio/TV
33.85481424967843,male,2,own,moderate,little,2445.0571474814637,25.89879471463045,car
32.51409719507632,male,3,own,little,none,2637.6813702283293,9.57681117716845,furniture/equipment
24.8471439356522,male,2,own,little,moderate,463.7958508358596,9.592030203727594,radio/TV
37.666134373716886,male,2,own,rich,rich,1356.24963485455,25.240236781406097,business
27.486326828415077,female,2,own,moderate,none,1258.951409346768,6.469255097424421,radio/TV
32.86625189883198,male,2,own,little,little,1666.9793030201067,22.22210037430299,car
38.96177088119898,female,0,own,little,none,992.4673650558357,12.393338901558343,car
33.96890225266087,male,2,own,little,none,1945.9296463069143,25.873617585660092,radio/TV
39.565403004666344,male,2,own,little,none,1978.7283809452806,10.639580654507805,radio/TV
46.25774512337305,female,1,own,little,none,1511.077437763794,15.617086793661457,radio/TV
34.65957593951335,male,2,own,rich,none,1641.1223865321242,6.242460843912092,furniture/equipment
31.78359580646112,male,2,own,little,none,1442.3019856403605,25.342356261667568,car
24.726995645948374,female,3,own,little,rich,2067.5395058834056,19.066746526296328,car
25.55088030085703,female,2,rent,little,little,1268.450104215278,25.294700287502984,car
37.126904470051514,female,2,free,little,little,1242.2876556713647,6.337357040813147,education
32.993755229525924,male,1,own,little,moderate,1662.2687791972764,10.839991474915276,furniture/equipment
48.30703847251256,male,2,free,little,none,5852.169841118106,25.714340713072747,repairs
28.43624934541878,male,1,own,little,moderate,595.6033174774403,6.322876270951802,radio/TV
42.486893418737296,female,3,rent,little,none,4075.824105790563,25.651829078768394,car
51.95892959309871,male,1,own,little,moderate,1807.0801238381741,24.704388526306783,radio/TV
37.01821773283123,male,2,own,quite rich,none,2557.7156540701308,25.39100498397447,radio/TV
41.33929473658745,male,2,free,little,little,10648.63827912717,52.13693409574378,car
35.56541041784967,male,1,own,moderate,little,4588.949087727499,18.821503477658748,car
35.58413767953603,male,3,own,little,rich,1417.3533598399376,9.297425892848565,radio/TV
20.674870563865376,female,2,rent,rich,none,3400.4659209725205,15.554373333422083,car
24.53090705485092,female,1,rent,moderate,moderate,862.8610144333219,12.338488071037828,business
39.64259957029808,male,1,own,little,moderate,2209.7305276497777,9.308742856537012,radio/TV
38.3233903732276,female,2,own,little,none,1595.088176759805,25.02215611267679,radio/TV
25.189423265277952,male,1,own,none,little,3901.980441956503,21.459661851944972,car
23.59361906210947,male,2,own,little,moderate,4158.904412975144,31.509371000369764,furniture/equipment
27.20292693959701,male,1,own,moderate,none,4520.2016373845045,32.04136630427199,business
55.358226190802455,male,2,own,moderate,none,2278.091099390264,24.764277033529478,radio/TV
36.99581582733896,male,3,own,little,moderate,1121.7751008881503,6.482314070837012,furniture/equipment
63.409992278343154,male,2,free,little,none,2219.8444278465936,25.445180202493244,car
32.38178471359766,male,2,own,moderate,moderate,1551.3708432507724,6.423669670274887,business
29.744383133601286,female,2,own,little,little,4036.6462860957618,15.55264963384436,car
55.48874744078097,male,2,free,little,none,1661.383563712652,25.610172108991975,education
48.9526043132989,male,2,free,little,little,6807.966289710011,49.3517434556205,car
42.015566604415106,male,3,own,moderate,none,4788.718881208888,16.017074250250953,education
38.747500938990655,male,2,own,moderate,moderate,4106.322634847022,25.282482883100897,car
27.07957717799238,male,2,own,little,little,808.7089449310573,12.732780292796349,car
48.01922626215771,female,1,own,little,none,3707.072237702968,15.397321618312546,car
41.76659119970075,female,1,own,none,moderate,977.4904473630081,6.192591618926807,education
25.03908284070335,female,2,own,little,little,4208.666118464499,21.238891287301357,furniture/equipment
48.08939916949653,male,1,own,little,moderate,986.2727327920351,12.372396478986193,car
37.27055624287813,male,2,free,little,none,1537.1194449860131,15.888961887629739,radio/TV
29.28526906823576,male,2,own,moderate,rich,1356.1336570052104,6.13594346322477,car
27.316325850077046,male,2,rent,moderate,none,3872.6327046832694,9.60267135828,car
30.30024385158373,male,2,own,little,none,2332.871141854758,24.608388808911116,radio/TV
20.9917757770598,female,2,own,little,moderate,2048.0386498933403,25.465103970086172,radio/TV
48.566048979269226,male,3,own,none,none,8030.3983972823125,51.00060569630017,business
23.607695194002773,female,2,own,little,none,2096.157880013109,18.649162145365352,repairs
23.00334544096558,female,2,rent,little,little,3709.298973338326,25.479372752200668,car
28.679144064412643,female,2,own,little,moderate,1389.8759411808135,18.993759214800082,furniture/equipment
39.73680848760383,male,3,own,little,none,1978.585581739218,12.470677954513743,car
23.188371840970913,female,2,rent,moderate,none,2370.8809718787734,9.268460156866283,furniture/equipment
66.27699675153245,male,2,own,little,little,3132.1787994679303,24.257939667997164,car
26.27064372779372,male,0,own,little,little,2606.495492543064,19.025874017027892,furniture/equipment
27.839322627302288,male,2,rent,little,none,3651.668740523107,6.112223667436554,car
42.26755081187882,male,1,own,little,little,4141.449008255514,11.570975723877087,car
25.909474511211094,female,2,rent,little,little,679.5755106969227,12.53677242814026,furniture/equipment
51.50641048440596,male,2,own,none,moderate,1617.3395231930233,15.953742832631457,radio/TV
23.159806809576075,male,2,own,little,moderate,2167.9516889069682,25.055018160244863,radio/TV
36.80912675047296,female,1,own,quite rich,none,3728.6899993050606,12.5209325312767,education
43.20182622524574,female,2,own,none,moderate,5212.338920079287,25.551297938058383,radio/TV
41.69591010163125,male,3,own,little,moderate,13044.183048532932,25.360827853960373,vacation/others
49.34220597526754,male,2,own,little,little,2328.2368359539932,25.35175485944773,car
25.191837084247766,female,1,own,little,little,655.3996506101545,12.712624221554048,radio/TV
55.125221931804724,male,1,own,little,little,2457.989086660236,10.192885575358579,radio/TV
46.274376258717496,male,2,own,little,little,1639.3776074118502,19.172443924795317,furniture/equipment
47.6435021036854,female,2,rent,little,little,1914.2723877186202,15.93374063820408,furniture/equipment
30.407543833318794,female,2,own,little,none,1949.4412025066808,18.53399407371246,education
24.861228728114227,female,2,rent,none,little,1326.1784761661997,15.67677585789774,domestic appliances
66.44045410476275,male,2,own,none,none,965.5378155208377,12.590566250969369,radio/TV
27.10205103902956,female,2,own,none,none,2554.378948405367,37.703162315230756,radio/TV
37.71712102037527,male,3,rent,none,moderate,7460.239165689108,21.133543986627416,car
23.9908771086383,male,1,rent,quite rich,none,683.8535933425594,6.471764013819742,repairs
35.23684152435995,female,2,own,little,little,1207.8989491823002,19.289436021962217,furniture/equipment
30.82694933828647,male,2,own,moderate,moderate,3766.2166018289204,49.14026957430585,business
23.797242542517907,male,2,rent,little,moderate,1635.6386098059795,12.749296797673452,radio/TV
33.64356625231912,male,1,own,little,moderate,1382.4329424668524,19.378415995032746,radio/TV
46.03474133262419,male,2,own,none,none,2270.4239592200843,25.38566808993082,car
37.10117953161815,male,2,free,none,none,9201.658326918705,51.447341208178536,car
36.92382759976112,male,2,own,none,moderate,2905.172339095526,16.353681133710232,radio/TV
45.21718125230298,male,3,own,little,little,2593.9104837637706,28.902803154897768,business
29.624132079094995,female,2,rent,quite rich,moderate,4316.930634880509,25.31966812590803,car
21.080661162051705,male,2,rent,none,rich,3806.337462908558,25.70164246756068,furniture/equipment
26.764414417115994,female,2,own,quite rich,none,1490.716870911255,12.634773079943255,car
34.680412286277885,male,2,own,little,none,3144.6126052643253,15.757170912985487,car
27.770208124184418,male,1,own,little,none,850.8754419939675,14.601604014000156,car
28.393784573166446,male,1,own,little,none,980.0609096933888,25.950438412239414,education
23.92890194691541,male,2,rent,little,little,4297.606605094723,24.80715424034784,furniture/equipment
37.42677950349235,male,2,own,little,none,2090.3522972275005,19.451652380884124,business
26.230052808124142,female,3,own,little,little,8601.38965709177,38.159902169093066,education
24.52596500819444,male,1,own,little,little,2360.7222066821087,12.264166518047535,radio/TV
40.845339435672,male,1,own,little,none,7778.12001636223,11.630882844458114,car
43.47587417142307,female,1,rent,none,none,1306.7225755798231,9.07199522862271,education
50.92296210938338,female,2,free,moderate,rich,1464.6309848294634,25.500243848078895,radio/TV
23.87885189602819,female,2,rent,little,none,2239.9833508070087,10.677046296597798,furniture/equipment
76.37635803896455,male,3,free,little,little,6988.637208434221,24.91566914128701,car
38.38812264823031,male,2,rent,little,little,7642.856922645581,63.1482572351467,business
63.388057604684434,female,2,free,little,none,3952.138276809553,26.137995568200136,car
39.56852186445432,female,2,own,none,none,1316.7598942308355,12.478620790977136,radio/TV
30.300580118403627,male,3,rent,moderate,none,1964.9412496234634,24.69172435821283,radio/TV
31.458219928019936,male,2,free,quite rich,little,3656.5980997254123,25.911198433182047,furniture/equipment
27.658365517678654,female,2,own,little,none,2846.5873591506966,35.945307545750325,business
27.980837487565353,male,2,own,little,moderate,2892.519762238772,37.802660883730454,car
24.024084544003287,female,2,own,little,rich,1368.281827274252,10.702292607081672,furniture/equipment
48.286871275286565,male,1,rent,none,none,778.0582753318589,7.537806628174323,radio/TV
60.02054167157142,male,1,rent,none,none,1342.9777489750786,12.421803784190788,business
27.35087013084812,female,2,rent,none,little,2987.9381514410234,24.967053199023425,car
23.291842541097935,male,2,own,quite rich,little,2968.7073225277786,25.79081976631427,furniture/equipment
36.27381086655639,male,3,free,little,little,3003.2797955795245,26.008806853780086,car
28.562022422451523,male,2,own,little,little,1742.36216305854,12.735091406441846,furniture/equipment
30.713079603635347,female,1,rent,little,little,1719.4817744120282,24.777689110319017,radio/TV
26.477243953291833,female,1,rent,moderate,moderate,4577.470249180559,32.692236667019664,business
28.37712295754947,male,1,own,little,little,1222.9647395681102,12.472566984525129,car
41.324015887441256,male,2,own,little,little,2606.461921393786,31.298917331297126,radio/TV
28.743628245068045,male,1,own,little,moderate,1129.1452103866293,9.511620810208132,radio/TV
44.55457833415894,male,2,rent,little,little,5125.146540661137,12.972998500971547,car
47.69368386710245,male,2,own,little,little,723.9916797339125,12.804954234372534,car
36.34812952730149,male,3,own,little,none,7496.378709419134,34.92381123023886,car
48.79350078790004,male,2,own,rich,none,1212.0499321200843,19.06678387084252,radio/TV
26.766940527462108,female,2,rent,little,moderate,1366.0946341917158,12.610443520474432,car
42.715882712020885,male,1,own,little,moderate,923.3966892054087,12.733953483484441,car
28.84029964935861,male,2,own,little,little,4183.128520228287,23.985811162706735,furniture/equipment
43.15125344351497,male,1,own,little,none,758.2868780992028,12.52881420982325,education
25.140342826962033,female,1,rent,moderate,none,1600.988075050644,18.98687589657004,business
